winter	year	nb_in_report	nb_in_fig1	social_status	territory	county	country	NA	X	Y	name_in_Olof_file	ID_M	ID_F	F	abreviation_pedigree	date_collaring_M	date_collaring_F	marked_date_M	Last_radio_contact_M	marked_date_F	Last_radio_contact_F	territory	ID_M	ID_F	F	abreviation_pedigree	Birth_territory_male	Birth_territory_female	Birth_date_male	birth_date_female	F_male	F_female	Birth_date_male_(Olle)	birth_date_female_(Olle)	Komment	Death_Causes	ID_of_the_dead_one	Management_decisions_	Turnover_during_the_winter	Year_of_established_pairing	Left	Repr_ngn_gang	repro(green_color)_	First_litter	digit_min	digit_max	First_repro_(yellow)	Pair(letterP)	Blood_(b)_	Radio_collar(red)	pair_intact_end_winter_	Immigrants_status	Line	remarks																																																									
2011/12	2011	NA	60	scent_marking_pair	Villingsberg	orebro	S	1112	6575111	486048	Villingsberg	G68-11	G23-11	0.3248	Vill	NA	NA	NA	NA	NA	NA	Villingsberg	G68-11	G23-11	0.324783	Vill	Jang5	Lok2	2010	2010	0.297363	0.262024	2010	2010	NA	0	0	0	0	2011	NA	1	0	NA	0	0	0	1	0	0	0																																																												
2004/05	2004	4.3.9.	23	scent_marking_pair	Voxna	Dalarna/Gavleborg	S	0405	6805933	517715	Voxna_1	G6-05	G7-05	0.2930	Vox	NA	NA	NA	NA	NA	NA	Voxna_1	G6-05	G7-05	0.292969	Vox	DE2	Fur	NA	2001	0.398438	0.1875	NA	2001	NA	0	0	0	0	2004	NA	1	0	NA	0	0	0	1	1	0	0																																																												
2005/06	2005	NA	7	pack	Voxna	NA	S	NA	6811429	517922	Voxna_1	G6-05	G7-05	0.2930	Vox	NA	NA	NA	NA	NA	NA	Voxna_1	G6-05	G7-05	0.292969	Vox	DE2	Fur	NA	2001	0.398438	0.1875	NA	2001	NA	0	0	0	0	2004	NA	1	1	1	6	0	1	0	1	0	1																																																												
2006/07	2006	NA	5	pack	Voxna	NA	S	NA	6818806	524423	Voxna_1	G6-05	G7-05	0.2930	Vox	NA	NA	NA	NA	NA	NA	Voxna_1	G6-05	G7-05	0.292969	Vox	DE2	Fur	NA	2001	0.398438	0.1875	NA	2001	NA	0	0	0	0	2004	NA	1	1	0	7	0	0	0	1	0	1																																																												
2007/08	2007	NA	5	pack	Voxna	NA	S	NA	6810550	536551	Voxna_1	G6-05	G7-05	0.2930	Vox	NA	NA	NA	NA	NA	NA	Voxna_1	G6-05	G7-05	0.292969	Vox	DE2	Fur	NA	2001	0.398438	0.1875	NA	2001	NA	0	0	0	0	2004	2	1	1	0	8	0	0	0	1	0	1																																																												
2011/12	2011	NA	50	scent_marking_pair	Varnas	Varmland	S	1112	6704551	403714	Varnas	G33-11	G15-11	0.3268	Varn	NA	NA	NA	NA	NA	NA	Varnas	G33-11	G15-11	0.326843	Varn	Ack	app	NA	NA	0.305908	0.274902	NA	NA	NA	0	0	0	0	2011	NA	0	0	NA	0	0	0	1	0	0	0																																																												
2005/06	2005	4.3.4.	19	scent_marking_pair	Vamhus	Dalarna	S_	0506	6788343	464948	Vamhus_1	G21-05	G8-05	0.305908	Vam1	NA	NA	NA	NA	NA	NA	Vamhus_1	G21-05	G8-05	0.305908	Vam1	Hlg1	Fur	NA	2004	0.23877	0.1875	2004	2004	NA	0	0	0	0	2005	NA	1	0	NA	2	2	NA	NA	NA	NA	NA																																																												
2006/07	2006	4.3.7.	24	scent_marking_pair	Vamhus	Dalarna	S_	0607	6795232	459571	Vamhus_1	G21-05	G8-05	0.305908	Vam1	NA	NA	NA	NA	NA	NA	Vamhus_1	G21-05	G8-05	0.305908	Vam1	Hlg1	Fur	NA	2004	0.23877	0.1875	2004	2004	NA	0	0	0	0	2005	NA	1	0	NA	2	2	NA	NA	NA	NA	NA																																																												
2007/08	2007	4.3.9.	30	scent_marking_pair	Vamhus	Dalarna	S_	0708	6790952	468336	Vamhus_2	G21-05	G29-07	0.305908	Vam2	NA	NA	NA	NA	NA	NA	Vamhus_2	G21-05	G29-07	0.305908	Vam2	Hlg1	Fur	NA	NA	0.23877	0.1875	2004	NA	NA	0	0	0	0	2005	NA	1	0	NA	2	2	NA	NA	NA	NA	NA																																																												
2008/09	2008	4.3.3.	31	scent_marking_pair	Vamhus	Dalarna	S	0809	6790590	466157	Vamhus_2	G21-05	G29-07	0.305908	Vam2	NA	NA	NA	NA	NA	NA	Vamhus_2	G21-05	G29-07	0.305908	Vam2	Hlg1	Fur	NA	NA	0.23877	0.1875	2004	NA	NA	0	0	0	0	2005	NA	1	0	NA	2	2	NA	NA	NA	NA	NA																																																												
2009/10	2009	4.3.11.	39	scent_marking_pair	Vamadalen	Dalarna	S	0910	6794005	470030	Vamhus_2	G21-05	G29-07	0.305908	Vam2	NA	NA	NA	NA	NA	NA	Vamhus_2	G21-05	G29-07	0.305908	Vam2	Hlg1	Fur	NA	NA	0.23877	0.1875	2004	NA	NA	0	0	0	0	2005	NA	1	0	NA	2	2	NA	NA	NA	NA	NA																																																												
2010/11	2010	4.3.15.	46	scent_marking_pair	Vamadalen	Dalarna	S	1011	6790033	460926	Vamhus_2	G21-05	G29-07	0.305908	Vam2	NA	NA	NA	NA	NA	NA	Vamhus_2	G21-05	G29-07	0.305908	Vam2	Hlg1	Fur	NA	NA	0.23877	0.1875	2004	NA	NA	0	0	0	0	2005	NA	1	0	NA	2	2	NA	NA	NA	NA	NA																																																												
2011/12	2011	NA	43	scent_marking_pair	Vamadalen	Dalarna	S	1112	6786038	469379	Vamhus_2	G21-05	G29-07	0.305908	Vam2	NA	NA	NA	NA	NA	NA	Vamhus_2	G21-05	G29-07	0.305908	Vam2	Hlg1	Fur	NA	NA	0.23877	0.1875	2004	NA	NA	0	0	0	0	2005	2	1	0	NA	2	2	NA	NA	NA	NA	NA																																																												
2005/06	2005	4.3.9.	24	scent_marking_pair	appelbo	Dalarna	S_	0506	6704387	435558	appelbo_0	D07-27	G32-07	0.2498	app0	NA	NA	NA	NA	NA	NA	appelbo_0	D-07-27	G32-07	0.249756	app0	Julu3	Sil	2004	NA	0.324219	0.227051	NA	NA	NA	0	0	0	0	2005	NA	1	0	NA	0	0	0	1	0	0	0																																																												
2006/07	2006	4.3.9.	24	scent_marking_pair	appelbo	Dalarna	NA	NA	6704387	435558	appelbo_0	D07-27	G32-07	0.2498	app0	NA	NA	NA	NA	NA	NA	appelbo_0	D-07-27	G32-07	0.249756	app0	Julu3	Sil	2004	NA	0.324219	0.227051	NA	NA	NA	0	0	0	0	2005	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA																																																												
2007/08	2007	4.3.11.	32	scent_marking_pair	appelbo	Dalarna	S_	0708	6700138	438751	appelbo_0	D07-27	G32-07	0.2498	app0	NA	NA	NA	NA	NA	NA	appelbo_0	D-07-27	G32-07	0.249756	app0	Julu3	Sil	2004	NA	0.324219	0.227051	NA	NA	NA	hunting_license	D-07-27	M	1	2005	NA	1	0	NA	0	0	0	1	0	0	1																																																												
2008/09	2008	NA	16	pack	appelbo	NA	S	NA	6705008	432997	appelbo	G39-07	G32-07	0.2749	app	NA	NA	NA	NA	NA	NA	appelbo	G39-07	G32-07	0.274902	app	Hlg1	Sil	NA	NA	0.23877	0.227051	NA	NA	NA	0	0	0	0	2007	NA	1	1	1	6	0	1	0	1	0	1																																																												
2009/10	2009	NA	16	pack	appelbo	NA	S	NA	6710457	433775	appelbo	G39-07	G32-07	0.2749	app	NA	NA	NA	NA	NA	NA	appelbo	G39-07	G32-07	0.274902	app	Hlg1	Sil	NA	NA	0.23877	0.227051	NA	NA	NA	0	0	0	0	2007	NA	1	1	0	7	0	0	0	1	0	1																																																												
2010/11	2010	NA	17	pack	appelbo	NA	S	NA	6709757	422296	appelbo	G39-07	G32-07	0.2749	app	NA	NA	NA	NA	NA	NA	appelbo	G39-07	G32-07	0.274902	app	Hlg1	Sil	NA	NA	0.23877	0.227051	NA	NA	NA	0	0	0	0	2007	NA	1	1	0	6	0	0	0	0	0	1																																																												
2011/12	2011	NA	18	pack	appelbo	NA	S	NA	6705175	438700	appelbo	G39-07	G32-07	0.2749	app	NA	NA	NA	NA	NA	NA	appelbo	G39-07	G32-07	0.274902	app	Hlg1	Sil	NA	NA	0.23877	0.227051	NA	NA	NA	0	0	0	0	2007	NA	1	2	0	5	0	0	0	0	0	1																																																												
2010/11	2010	4.3.8.	39	scent_marking_pair	overhogdal	Jamtland/Vasternorrland	S	1011	6915905	492346	overhogdal	G102-11	G103-10	0.286682	ohog	NA	NA	NA	NA	NA	NA	overhogdal	G102-11	G103-10	0.286682	ohog	Kyn2	Kyn2	NA	2008	0	0	NA	NA	NA	culling	G102-11	M	0	2010	1	1	0	NA	2	2	2	0	NA	NA	NA																																																												
1996/97	1996	NA	NA	scent_marking_pair	arjang-Kongsvinger	NA	NA	NA	6659420	313911	arjang	M-00-01	M-00-02	0.2344	arj	2000-01-28	2000-01-28	2000-01-27	maj_02	2000-01-27	2003-03-28	arjang	M-00-01	M-00-02	0.234375	arj	Hag1	Fre	1994	1996	0.125	0.125	NA	NA	NA	0	0	0	0	1996	NA	0	0	NA	2	1	NA	NA	NA	NA	NA																																																												
1997/98	1997	NA	NA	scent_marking_pair	arjang-Kongsvinger	NA	NA	NA	6659420	313911	arjang	M-00-01	M-00-02	0.2344	arj	2000-01-28	2000-01-28	2000-01-27	maj_02	2000-01-27	2003-03-28	arjang	M-00-01	M-00-02	0.234375	arj	Hag1	Fre	1994	1996	0.125	0.125	NA	NA	NA	0	0	0	0	1996	NA	0	1	1	5	2	NA	NA	NA	NA	NA																																																												
1998/99	1998	NA	5	pack	arjang-Kongsvinger	NA	NS	NA	6631826	320789	arjang	M-00-01	M-00-02	0.2344	arj	2000-01-28	2000-01-28	2000-01-27	maj_02	2000-01-27	2003-03-28	arjang	M-00-01	M-00-02	0.234375	arj	Hag1	Fre	1994	1996	0.125	0.125	NA	NA	NA	0	0	0	0	1996	NA	1	1	0	8	9	0	0	1	0	1																																																												
1999/00	1999	NA	4	pack	arjang-Kongsvinger	NA	NS	NA	6643007	319687	arjang	M-00-01	M-00-02	0.2344	arj	2000-01-28	2000-01-28	2000-01-27	maj_02	2000-01-27	2003-03-28	arjang	M-00-01	M-00-02	0.234375	arj	Hag1	Fre	1994	1996	0.125	0.125	NA	NA	NA	0	0	0	0	1996	NA	1	1	0	6	9	0	0	1	1	1																																																												
2000/01	2000	NA	6	pack	arjang-Kongsvinger	NA	NS	NA	6638388	318623	arjang	M-00-01	M-00-02	0.2344	arj	2000-01-28	2000-01-28	2000-01-27	maj_02	2000-01-27	2003-03-28	arjang	M-00-01	M-00-02	0.234375	arj	Hag1	Fre	1994	1996	0.125	0.125	NA	NA	NA	0	0	0	0	1996	NA	1	1	0	6	7	0	0	1	1	1																																																												
2001/02	2001	NA	4	pack	arjang-Kongsvinger	NA	NS	NA	6634249	321841	arjang	M-00-01	M-00-02	0.2344	arj	2000-01-28	2000-01-28	2000-01-27	maj_02	2000-01-27	2003-03-28	arjang	M-00-01	M-00-02	0.234375	arj	Hag1	Fre	1994	1996	0.125	0.125	NA	NA	NA	illegal_hunting	M-00-01	M	0	1996	NA	1	1	0	6	6	0	0	1	1	0																																																												
2004/05	2004	4.3.2.	16	scent_marking_pair	asta-Loten	Hedmark	N	0405	6775695	297745	asta-Loten	D-05-14	D-05-13	NA	asta	NA	NA	NA	NA	NA	NA	asta-Loten	D-05-14	D-05-13	NA	asta	Ock1	Gra	2001	2002	0.1875	0.296875	NA	NA	NA	hunting_license	D-05-14;D-05-13	MF	0	2004	0	0	NA	NA	2	2	NA	NA	NA	NA	NA																																																												
2011/12	2011	NA	34	scent_marking_pair	asta-Loten	Hedmark	N	1112	6774597	296308	asta-Loten_2	G19-12	G83-11	0.293579	asta2	NA	NA	NA	NA	NA	NA	asta-Loten_2	G19-12	G83-11	0.293579	asta2	Ama1	Gos	NA	NA	0.270508	0.279175	NA	NA	NA	0	0	0	0	2011	0	0	0	NA	2	2	NA	NA	NA	NA	NA																																																												
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
																																																																																																															
